x-axis,1,2,3,F1
second,Volt,Volt,Volt,Volt
+2.240000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.245000E-03,+7.501387224E+00,+7.441186136E+00,+7.248115575E+00,-200.658694E-03
+2.250000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-200.658694E-03
+2.255000E-03,+7.501387224E+00,+7.541688649E+00,+7.423994973E+00,-125.402346E-03
+2.260000E-03,+7.501387224E+00,+7.290432366E+00,+7.423994973E+00,-200.658694E-03
+2.265000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-25.060550E-03
+2.270000E-03,+7.476261595E+00,+7.591939906E+00,+7.423994973E+00,-200.658694E-03
+2.275000E-03,+7.501387224E+00,+7.541688649E+00,+7.298366831E+00,-125.402346E-03
+2.280000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
+2.285000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,-200.658694E-03
+2.290000E-03,+7.501387224E+00,+7.591939906E+00,+7.398869345E+00,-200.658694E-03
+2.295000E-03,+7.501387224E+00,+7.541688649E+00,+7.348618088E+00,-75.231448E-03
+2.300000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,-200.658694E-03
+2.305000E-03,+7.501387224E+00,+7.591939905E+00,+7.423994973E+00,-25.060550E-03
+2.310000E-03,+7.526512852E+00,+7.591939906E+00,+7.398869345E+00,-175.573245E-03
+2.315000E-03,+7.576764108E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.320000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
+2.325000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
+2.330000E-03,+7.476261595E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.335000E-03,+7.501387224E+00,+7.491437392E+00,+7.423994973E+00,-200.658694E-03
+2.340000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.345000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-25.060550E-03
+2.350000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.355000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.360000E-03,+7.501387224E+00,+7.541688649E+00,+7.423994973E+00,-200.658694E-03
+2.365000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,-175.573245E-03
+2.370000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-25.060549E-03
+2.375000E-03,+7.426010339E+00,+7.541688649E+00,+7.348618088E+00,-75.231448E-03
+2.380000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.385000E-03,+7.501387224E+00,+7.441186136E+00,+7.398869345E+00,-25.060550E-03
+2.390000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-175.573245E-03
+2.395000E-03,+7.576764108E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
+2.400000E-03,+7.501387224E+00,+7.541688649E+00,+7.423994973E+00,-125.402346E-03
+2.405000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-200.658694E-03
+2.410000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,+150.537595E-03
+2.415000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.420000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,-200.658694E-03
+2.425000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+25.110349E-03
+2.430000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.435000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366831E+00,-200.658694E-03
+2.440000E-03,+7.627015365E+00,+7.466311764E+00,+7.423994973E+00,+24.900E-06
+2.445000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.450000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
+2.455000E-03,+7.300382197E+00,+7.416060507E+00,+7.298366831E+00,-200.658694E-03
+2.460000E-03,+7.426010338E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.465000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-175.573245E-03
+2.470000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
+2.475000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366831E+00,-125.402346E-03
+2.480000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-200.658694E-03
+2.485000E-03,+7.325507825E+00,+7.591939905E+00,+7.423994973E+00,-25.060550E-03
+2.490000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.495000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.500000E-03,+7.426010338E+00,+7.416060507E+00,+7.423994973E+00,+50.195798E-03
+2.505000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-175.573245E-03
+2.510000E-03,+7.652140994E+00,+7.591939906E+00,+7.248115575E+00,-150.487796E-03
+2.515000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.520000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,-200.658694E-03
+2.525000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,-175.573245E-03
+2.530000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,+150.537596E-03
+2.535000E-03,+7.300382197E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.540000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.545000E-03,+7.501387224E+00,+7.441186136E+00,+7.248115575E+00,-200.658694E-03
+2.550000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-25.060549E-03
+2.555000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.560000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.565000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-150.487795E-03
+2.570000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
+2.575000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366831E+00,-75.231448E-03
+2.580000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-200.658694E-03
+2.585000E-03,+7.476261595E+00,+7.416060507E+00,+7.248115575E+00,-175.573245E-03
+2.590000E-03,+7.476261595E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.595000E-03,+7.576764108E+00,+7.416060507E+00,+7.298366831E+00,-200.658694E-03
+2.600000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-50.145998E-03
+2.605000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-175.573245E-03
+2.610000E-03,+7.501387224E+00,+7.441186135E+00,+7.398869345E+00,-200.658694E-03
+2.615000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-200.658694E-03
+2.620000E-03,+7.426010338E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
+2.625000E-03,+7.501387224E+00,+7.390934879E+00,+7.423994973E+00,-25.060550E-03
+2.630000E-03,+7.476261595E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.635000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+75.281247E-03
+2.640000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-75.231448E-03
+2.645000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,-175.573245E-03
+2.650000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,-150.487796E-03
+2.655000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
+2.660000E-03,+7.375759082E+00,+7.491437392E+00,+7.298366832E+00,-200.658694E-03
+2.665000E-03,+7.300382197E+00,+7.416060507E+00,+7.398869345E+00,+24.900E-06
+2.670000E-03,+7.300382197E+00,+7.416060507E+00,+7.423994973E+00,-25.060549E-03
+2.675000E-03,+7.501387224E+00,+7.416060507E+00,+7.222989947E+00,-200.658694E-03
+2.680000E-03,+7.501387224E+00,+7.340683622E+00,+7.423994973E+00,+24.900E-06
+2.685000E-03,+7.325507825E+00,+7.416060507E+00,+7.398869345E+00,+24.900E-06
+2.690000E-03,+7.350633453E+00,+7.416060507E+00,+7.423994973E+00,-25.060549E-03
+2.695000E-03,+7.501387224E+00,+7.340683622E+00,+7.298366831E+00,-75.231448E-03
+2.700000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-50.145998E-03
+2.705000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+25.110349E-03
+2.710000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
+2.715000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-125.402346E-03
+2.720000E-03,+7.300382197E+00,+7.416060507E+00,+7.298366832E+00,+24.900E-06
+2.725000E-03,+7.501387224E+00,+7.441186136E+00,+7.248115575E+00,-200.658694E-03
+2.730000E-03,+7.501387224E+00,+7.416060507E+00,+7.222989947E+00,-175.573245E-03
+2.735000E-03,+7.627015365E+00,+7.541688649E+00,+7.423994973E+00,-75.231448E-03
+2.740000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,+50.195798E-03
+2.745000E-03,+7.476261595E+00,+7.416060507E+00,+7.248115575E+00,-200.658694E-03
+2.750000E-03,+7.476261595E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.755000E-03,+7.375759082E+00,+7.416060507E+00,+7.298366831E+00,-200.658694E-03
+2.760000E-03,+7.375759082E+00,+7.416060507E+00,+7.298366832E+00,-75.231448E-03
+2.765000E-03,+7.325507825E+00,+7.416060507E+00,+7.398869345E+00,-175.573245E-03
+2.770000E-03,+7.526512852E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.775000E-03,+7.426010339E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
+2.780000E-03,+7.501387224E+00,+7.617065534E+00,+7.423994973E+00,+24.900E-06
+2.785000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.790000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.795000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.800000E-03,+7.451135967E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.805000E-03,+7.677266622E+00,+7.416060507E+00,+7.398869345E+00,-200.658694E-03
+2.810000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-25.060549E-03
+2.815000E-03,+7.501387224E+00,+7.416060507E+00,+7.222989947E+00,-200.658694E-03
+2.820000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.825000E-03,+7.501387224E+00,+7.390934879E+00,+7.423994973E+00,+24.900E-06
+2.830000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.835000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.840000E-03,+7.501387224E+00,+7.340683622E+00,+7.298366832E+00,-50.145998E-03
+2.845000E-03,+7.476261595E+00,+7.441186136E+00,+7.248115575E+00,-200.658694E-03
+2.850000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-200.658694E-03
+2.855000E-03,+7.501387224E+00,+7.491437392E+00,+7.423994973E+00,-200.658694E-03
+2.860000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.865000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-25.060550E-03
+2.870000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.875000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366831E+00,-200.658694E-03
+2.880000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.885000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.890000E-03,+7.501387224E+00,+7.591939906E+00,+7.398869345E+00,-200.658694E-03
+2.895000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.900000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.905000E-03,+7.501387224E+00,+7.390934879E+00,+7.248115575E+00,-200.658694E-03
+2.910000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-25.060549E-03
+2.915000E-03,+7.501387224E+00,+7.491437392E+00,+7.348618088E+00,-75.231448E-03
+2.920000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-200.658694E-03
+2.925000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.930000E-03,+7.501387224E+00,+7.416060507E+00,+7.222989947E+00,-200.658694E-03
+2.935000E-03,+7.501387224E+00,+7.541688649E+00,+7.423994973E+00,-125.402346E-03
+2.940000E-03,+7.426010338E+00,+7.491437393E+00,+7.423994973E+00,-75.231448E-03
+2.945000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-25.060550E-03
+2.950000E-03,+7.501387224E+00,+7.591939906E+00,+7.398869345E+00,-200.658694E-03
+2.955000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+2.960000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,-125.402346E-03
+2.965000E-03,+7.652140993E+00,+7.416060507E+00,+7.248115575E+00,-200.658694E-03
+2.970000E-03,+7.476261595E+00,+7.591939906E+00,+7.248115575E+00,-175.573245E-03
+2.975000E-03,+7.426010339E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+2.980000E-03,+7.501387224E+00,+7.541688649E+00,+7.423994973E+00,-200.658694E-03
+2.985000E-03,+7.476261595E+00,+7.416060507E+00,+7.222989947E+00,-200.658694E-03
+2.990000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+2.995000E-03,+7.501387224E+00,+7.290432365E+00,+7.423994973E+00,-125.402346E-03
+3.000000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.005000E-03,+7.501387224E+00,+7.240181109E+00,+7.423994973E+00,+24.900E-06
+3.010000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.015000E-03,+7.426010339E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.020000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-75.231448E-03
+3.025000E-03,+7.501387224E+00,+7.441186136E+00,+7.398869345E+00,+24.900E-06
+3.030000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-25.060549E-03
+3.035000E-03,+7.501387224E+00,+7.541688649E+00,+7.423994973E+00,-200.658694E-03
+3.040000E-03,+7.627015365E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+3.045000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-200.658694E-03
+3.050000E-03,+7.476261595E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.055000E-03,+7.426010339E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.060000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,+24.900E-06
+3.065000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+3.070000E-03,+7.476261595E+00,+7.416060507E+00,+7.248115575E+00,-25.060549E-03
+3.075000E-03,+7.426010339E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.080000E-03,+7.501387224E+00,+7.416060507E+00,+7.499371859E+00,-50.145998E-03
+3.085000E-03,+7.300382197E+00,+7.416060507E+00,+7.248115575E+00,-25.060550E-03
+3.090000E-03,+7.476261595E+00,+7.591939906E+00,+7.248115575E+00,-200.658694E-03
+3.095000E-03,+7.627015365E+00,+7.541688649E+00,+7.423994973E+00,-200.658694E-03
+3.100000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,-200.658694E-03
+3.105000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-25.060550E-03
+3.110000E-03,+7.501387224E+00,+7.591939906E+00,+7.423994973E+00,-175.573245E-03
+3.115000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366831E+00,+24.900E-06
+3.120000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+3.125000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
+3.130000E-03,+7.677266622E+00,+7.416060507E+00,+7.398869345E+00,-200.658694E-03
+3.135000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366831E+00,-75.231448E-03
+3.140000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,+125.452146E-03
+3.145000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-25.060550E-03
+3.150000E-03,+7.476261595E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.155000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+50.195799E-03
+3.160000E-03,+7.501387224E+00,+7.290432366E+00,+7.423994973E+00,+125.452146E-03
+3.165000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,+24.900E-06
+3.170000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-200.658694E-03
+3.175000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.180000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,-75.231448E-03
+3.185000E-03,+7.501387224E+00,+7.441186136E+00,+7.398869345E+00,-25.060550E-03
+3.190000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.195000E-03,+7.501387224E+00,+7.290432365E+00,+7.423994973E+00,-75.231448E-03
+3.200000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+3.205000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,-200.658694E-03
+3.210000E-03,+7.501387224E+00,+7.591939906E+00,+7.423994973E+00,+24.900E-06
+3.215000E-03,+7.501387224E+00,+7.491437392E+00,+7.423994973E+00,-75.231448E-03
+3.220000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+3.225000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+25.110349E-03
+3.230000E-03,+7.526512852E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
+3.235000E-03,+7.501387224E+00,+7.290432365E+00,+7.423994973E+00,-200.658694E-03
+3.240000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.245000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.250000E-03,+7.501387224E+00,+7.591939906E+00,+7.423994973E+00,-25.060549E-03
+3.255000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.260000E-03,+7.501387224E+00,+7.340683622E+00,+7.423994973E+00,-125.402346E-03
+3.265000E-03,+7.476261595E+00,+7.416060507E+00,+7.423994973E+00,-25.060550E-03
+3.270000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
+3.275000E-03,+7.501387224E+00,+7.541688649E+00,+7.423994973E+00,-125.402346E-03
+3.280000E-03,+7.501387224E+00,+7.541688649E+00,+7.348618088E+00,-200.658694E-03
+3.285000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573244E-03
+3.290000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-175.573245E-03
+3.295000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
+3.300000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
+3.305000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,-175.573244E-03
+3.310000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-25.060549E-03
+3.315000E-03,+7.501387224E+00,+7.541688649E+00,+7.348618089E+00,-50.145999E-03
+3.320000E-03,+7.501387224E+00,+7.416060507E+00,+7.499371859E+00,+24.900E-06
+3.325000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,-175.573244E-03
+3.330000E-03,+7.677266622E+00,+7.416060507E+00,+7.398869345E+00,-200.658694E-03
+3.335000E-03,+2.476261556E+00,+7.416060507E+00,+2.197864279E+00,-5.217748538E+00
+3.340000E-03,+2.476261556E+00,+7.416060507E+00,+2.398869306E+00,-5.142492190E+00
+3.345000E-03,+2.476261556E+00,+7.591939905E+00,+2.373743677E+00,-5.217748538E+00
+3.350000E-03,+2.476261556E+00,+7.215055481E+00,+2.373743678E+00,-5.017064944E+00
+3.355000E-03,+2.601889698E+00,+7.215055481E+00,+2.398869306E+00,-4.891637698E+00
+3.360000E-03,+2.601889698E+00,+7.215055481E+00,+2.398869306E+00,-4.816381350E+00
+3.365000E-03,+2.652140954E+00,+7.215055481E+00,+2.373743677E+00,-4.816381350E+00
+3.370000E-03,+2.652140955E+00,+6.863296683E+00,+2.398869306E+00,-4.615697756E+00
+3.375000E-03,+2.551638441E+00,+7.014050454E+00,+2.398869306E+00,-4.615697756E+00
+3.380000E-03,+2.551638441E+00,+6.938673569E+00,+2.398869306E+00,-4.415014163E+00
+3.385000E-03,+2.501387185E+00,+6.813045427E+00,+2.398869306E+00,-4.415014163E+00
+3.390000E-03,+2.476261556E+00,+6.813045427E+00,+2.574748704E+00,-4.214330569E+00
+3.395000E-03,+2.677266583E+00,+6.612040401E+00,+2.524497448E+00,-4.088903323E+00
+3.400000E-03,+2.601889698E+00,+6.612040401E+00,+2.474246191E+00,-4.013646975E+00
+3.405000E-03,+2.652140954E+00,+6.235155976E+00,+2.423994934E+00,-3.812963381E+00
+3.410000E-03,+2.501387184E+00,+6.411035374E+00,+2.423994934E+00,-3.812963381E+00
+3.415000E-03,+2.601889698E+00,+6.009025320E+00,+2.474246191E+00,-3.612279788E+00
+3.420000E-03,+2.677266583E+00,+5.933648435E+00,+2.398869306E+00,-3.537023440E+00
+3.425000E-03,+2.677266583E+00,+5.808020294E+00,+2.423994934E+00,-3.411596194E+00
+3.430000E-03,+2.677266583E+00,+5.607015267E+00,+2.398869306E+00,-3.210912600E+00
+3.435000E-03,+2.476261556E+00,+5.531638382E+00,+2.474246191E+00,-3.010229006E+00
+3.440000E-03,+2.551638441E+00,+5.280382099E+00,+2.398869306E+00,-2.809545413E+00
+3.445000E-03,+2.652140954E+00,+5.205005214E+00,+2.423994934E+00,-2.809545413E+00
+3.450000E-03,+2.476261556E+00,+5.004000187E+00,+2.398869306E+00,-2.608861819E+00
+3.455000E-03,+2.476261556E+00,+4.928623302E+00,+2.599874333E+00,-2.408178225E+00
+3.460000E-03,+2.677266583E+00,+4.677367019E+00,+2.474246191E+00,-2.207494631E+00
+3.465000E-03,+2.652140954E+00,+4.576864505E+00,+2.599874333E+00,-1.981725588E+00
+3.470000E-03,+2.677266583E+00,+4.400985107E+00,+2.398869306E+00,-1.981725589E+00
+3.475000E-03,+2.476261556E+00,+4.199980080E+00,+2.599874333E+00,-1.806127444E+00
+3.480000E-03,+2.677266583E+00,+3.998975053E+00,+2.474246191E+00,-1.605443850E+00
+3.485000E-03,+2.476261556E+00,+3.973849425E+00,+2.599874333E+00,-1.404760256E+00
+3.490000E-03,+2.677266583E+00,+3.772844399E+00,+2.423994934E+00,-1.204076663E+00
+3.495000E-03,+2.677266583E+00,+3.722593142E+00,+2.599874333E+00,-1.128820315E+00
+3.500000E-03,+2.677266583E+00,+3.395959973E+00,+2.474246191E+00,-1.003393069E+00
+3.505000E-03,+2.501387185E+00,+3.370834345E+00,+2.398869306E+00,-802.709475E-03
+3.510000E-03,+2.677266583E+00,+3.169829319E+00,+2.574748704E+00,-602.025881E-03
+3.515000E-03,+2.551638441E+00,+2.993949920E+00,+2.524497448E+00,-401.342288E-03
+3.520000E-03,+2.601889698E+00,+2.918573035E+00,+2.599874333E+00,-401.342288E-03
+3.525000E-03,+2.501387185E+00,+2.767819265E+00,+2.599874333E+00,-200.658694E-03
+3.530000E-03,+2.677266583E+00,+2.566814238E+00,+2.574748704E+00,+24.900E-06
+3.535000E-03,+2.476261556E+00,+2.390934840E+00,+2.599874333E+00,+24.900E-06
+3.540000E-03,+2.476261556E+00,+2.189929813E+00,+2.474246191E+00,+200.708494E-03
+3.545000E-03,+2.677266583E+00,+1.988924786E+00,+2.599874333E+00,+401.392087E-03
+3.550000E-03,+2.476261556E+00,+1.988924786E+00,+2.423994934E+00,+426.477536E-03
+3.555000E-03,+2.601889698E+00,+1.787919760E+00,+2.599874333E+00,+602.075681E-03
+3.560000E-03,+2.601889698E+00,+1.586914733E+00,+2.398869306E+00,+802.759275E-03
+3.565000E-03,+2.652140954E+00,+1.586914733E+00,+2.599874333E+00,+802.759275E-03
+3.570000E-03,+2.677266583E+00,+1.385909706E+00,+2.398869306E+00,+827.844724E-03
+3.575000E-03,+2.601889698E+00,+1.385909706E+00,+2.398869306E+00,+1.204126462E+00
+3.580000E-03,+2.601889698E+00,+1.184904680E+00,+2.398869306E+00,+1.204126462E+00
+3.585000E-03,+2.501387185E+00,+1.009025282E+00,+2.574748704E+00,+1.404810056E+00
+3.590000E-03,+2.476261556E+00,+1.159779052E+00,+2.574748704E+00,+1.404810056E+00
+3.595000E-03,+2.601889698E+00,+983.899653E-03,+2.474246191E+00,+1.404810056E+00
+3.600000E-03,+2.476261556E+00,+782.894626E-03,+2.524497447E+00,+1.605493650E+00
+3.605000E-03,+2.501387185E+00,+782.894626E-03,+2.423994934E+00,+1.605493650E+00
+3.610000E-03,+2.501387184E+00,+782.894626E-03,+2.574748704E+00,+1.806177244E+00
+3.615000E-03,+2.476261556E+00,+581.889600E-03,+2.398869306E+00,+1.806177244E+00
+3.620000E-03,+2.476261556E+00,+581.889600E-03,+2.273241164E+00,+1.806177244E+00
+3.625000E-03,+2.501387185E+00,+581.889600E-03,+2.574748704E+00,+1.831262693E+00
+3.630000E-03,+2.476261556E+00,+380.884573E-03,+2.398869306E+00,+2.006860837E+00
+3.635000E-03,+2.476261556E+00,+380.884573E-03,+2.474246191E+00,+1.881433591E+00
+3.640000E-03,+2.551638441E+00,+255.256431E-03,+2.398869306E+00,+2.006860837E+00
+3.645000E-03,+2.476261556E+00,+380.884573E-03,+2.398869306E+00,+1.831262693E+00
+3.650000E-03,+2.476261556E+00,+230.130802E-03,+2.398869306E+00,+1.831262693E+00
+3.655000E-03,+2.476261556E+00,+179.879546E-03,+2.398869306E+00,+2.207544431E+00
+3.660000E-03,+2.476261556E+00,+380.884573E-03,+2.398869306E+00,+2.132288083E+00
+3.665000E-03,+2.476261556E+00,+355.758944E-03,+2.398869306E+00,+2.006860837E+00
+3.670000E-03,+2.476261556E+00,+355.758945E-03,+2.398869306E+00,+2.006860837E+00
+3.675000E-03,+2.476261556E+00,+305.507688E-03,+2.323492421E+00,+2.006860837E+00
+3.680000E-03,+2.400884671E+00,+179.879546E-03,+2.197864279E+00,+2.006860837E+00
+3.685000E-03,+2.476261556E+00,+205.005175E-03,+2.222989908E+00,+2.006860837E+00
